,Id,Gender,Customer_type,Age,Type_of_travel,Class,Flight_distance,Inflight_wifi_service,Departure/arrival_time_convenient,Ease_of_online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On-board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_delay_in_minutes,Arrival_delay_in_minutes,Satisfaction,Is_delayed,Age_group
17821,75874,Female,Disloyal customer,28,Business travel,Eco,1972,4,5,5,4,4,4,4,4,3,2,2,3,3,4,0.0,0.0,Neutral or dissatisfied,0,Adult
17822,20440,Female,Loyal customer,53,Business travel,Eco,177,5,2,2,2,1,2,5,5,5,5,5,2,5,5,0.0,0.0,Satisfied,0,Middle Age
17823,59335,Male,Loyal customer,26,Business travel,Business,2338,4,4,4,4,4,4,4,4,5,5,3,4,4,4,18.0,0.0,Satisfied,1,Adult
17824,21865,Female,Loyal customer,61,Business travel,Eco,551,4,1,1,1,4,3,4,3,3,4,3,2,3,3,30.0,32.5,Neutral or dissatisfied,1,Senior
17825,81730,Female,Loyal customer,47,Business travel,Business,1416,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
17826,125002,Female,Loyal customer,37,Business travel,Business,3210,2,2,2,2,5,3,3,5,5,5,5,5,5,3,0.0,0.0,Satisfied,0,Adult
17827,114118,Female,Loyal customer,40,Personal travel,Business,909,2,1,2,3,5,4,3,1,1,2,1,2,1,2,6.0,0.0,Neutral or dissatisfied,0,Adult
17828,52474,Female,Loyal customer,64,Personal travel,Eco plus,261,3,5,0,1,5,3,2,5,5,0,1,2,5,4,0.0,3.0,Neutral or dissatisfied,0,Senior
17829,103543,Female,Loyal customer,35,Business travel,Business,2244,3,4,2,2,1,4,4,3,3,3,3,4,3,4,0.0,2.0,Neutral or dissatisfied,0,Adult
17830,95382,Female,Loyal customer,59,Personal travel,Eco,273,4,4,4,1,3,4,4,1,1,4,1,5,1,1,0.0,0.0,Satisfied,0,Middle Age
17831,39689,Male,Disloyal customer,20,Business travel,Eco,1463,1,1,1,3,1,1,1,1,5,2,2,5,5,1,30.0,32.5,Neutral or dissatisfied,1,Young
17832,119710,Female,Loyal customer,41,Business travel,Business,3050,2,5,2,2,3,5,4,4,4,4,4,5,4,4,0.0,5.0,Satisfied,0,Middle Age
17833,41669,Female,Disloyal customer,45,Business travel,Eco,843,3,4,4,1,2,4,2,2,3,3,4,5,3,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17834,10830,Female,Disloyal customer,36,Business travel,Business,216,2,2,2,4,4,2,4,4,3,3,5,4,5,4,3.0,2.0,Neutral or dissatisfied,0,Adult
17835,121924,Male,Loyal customer,49,Business travel,Business,413,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0.0,0.0,Satisfied,0,Middle Age
17836,76754,Female,Loyal customer,33,Business travel,Business,689,5,5,3,5,2,5,4,5,5,5,5,3,5,3,0.0,0.0,Satisfied,0,Adult
17837,42172,Female,Disloyal customer,22,Business travel,Eco,817,3,3,3,2,3,3,3,3,2,2,2,3,2,3,0.0,0.0,Neutral or dissatisfied,0,Young
17838,47106,Male,Loyal customer,49,Personal travel,Eco plus,639,2,5,2,3,3,2,2,3,4,2,5,3,5,3,0.0,14.0,Neutral or dissatisfied,0,Middle Age
17839,59960,Female,Loyal customer,52,Business travel,Business,3066,1,1,1,1,2,4,5,3,3,3,3,3,3,5,0.0,0.0,Satisfied,0,Middle Age
17840,51061,Female,Loyal customer,57,Personal travel,Eco,373,0,3,0,3,3,3,3,2,2,0,2,1,2,2,0.0,0.0,Satisfied,0,Middle Age
17841,96604,Male,Disloyal customer,29,Business travel,Business,972,2,2,2,2,3,2,3,3,5,4,5,5,5,3,2.0,0.0,Neutral or dissatisfied,0,Adult
17842,113241,Male,Loyal customer,41,Personal travel,Business,236,4,4,4,3,5,2,2,3,3,4,3,1,3,1,1.0,0.0,Neutral or dissatisfied,0,Middle Age
17843,101179,Male,Loyal customer,63,Personal travel,Eco,1069,4,5,4,2,4,4,5,4,3,4,5,5,4,4,30.0,32.0,Satisfied,1,Senior
17844,26856,Female,Loyal customer,61,Personal travel,Eco,224,2,4,0,4,5,5,5,5,5,0,5,4,5,3,0.0,0.0,Neutral or dissatisfied,0,Senior
17845,61561,Male,Loyal customer,26,Personal travel,Eco plus,2253,4,1,4,3,3,4,3,3,2,3,3,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Adult
17846,127253,Female,Loyal customer,47,Business travel,Eco,1107,1,1,1,1,1,4,3,1,1,1,1,2,1,1,21.0,26.0,Neutral or dissatisfied,1,Middle Age
17847,55880,Female,Disloyal customer,21,Business travel,Eco,733,2,2,2,4,5,2,4,5,2,5,4,4,3,5,7.0,32.5,Neutral or dissatisfied,0,Young
17848,119484,Female,Loyal customer,45,Business travel,Business,2957,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0.0,0.0,Satisfied,0,Middle Age
17849,122128,Female,Loyal customer,31,Business travel,Business,1723,5,5,5,5,4,5,4,4,4,5,4,3,5,4,0.0,28.0,Satisfied,0,Adult
17850,20004,Female,Loyal customer,68,Business travel,Eco,589,4,5,3,5,1,3,3,4,4,4,4,4,4,3,0.0,0.0,Satisfied,0,Senior
17851,37740,Female,Loyal customer,24,Personal travel,Eco,1097,2,1,2,4,5,2,5,5,2,4,4,1,3,5,0.0,0.0,Neutral or dissatisfied,0,Young
17852,21044,Male,Loyal customer,47,Business travel,Business,3349,1,1,1,1,5,4,1,5,5,5,4,3,5,2,0.0,0.0,Satisfied,0,Middle Age
17853,36206,Female,Loyal customer,60,Business travel,Eco,496,5,4,3,3,1,1,5,5,5,5,5,5,5,3,0.0,0.0,Satisfied,0,Middle Age
17854,53314,Male,Loyal customer,60,Personal travel,Eco,758,2,4,2,5,5,2,5,5,4,5,4,3,5,5,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17855,63133,Female,Loyal customer,57,Business travel,Business,337,3,3,3,3,3,3,3,3,3,3,3,2,3,4,8.0,0.0,Neutral or dissatisfied,0,Middle Age
17856,26764,Female,Loyal customer,67,Personal travel,Eco,859,4,4,4,3,3,3,3,1,1,4,1,3,1,4,0.0,0.0,Neutral or dissatisfied,0,Senior
17857,66510,Male,Loyal customer,13,Personal travel,Eco,447,1,5,1,3,3,1,2,3,3,3,5,5,4,3,0.0,0.0,Neutral or dissatisfied,0,Young
17858,75995,Female,Loyal customer,49,Business travel,Business,3198,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0.0,2.0,Satisfied,0,Middle Age
17859,94446,Male,Disloyal customer,25,Business travel,Business,562,2,0,2,3,5,2,5,5,4,2,5,4,5,5,6.0,0.0,Neutral or dissatisfied,0,Young
17860,72159,Female,Loyal customer,48,Personal travel,Eco,731,4,3,4,3,3,3,2,5,5,4,5,3,5,3,1.0,0.0,Neutral or dissatisfied,0,Middle Age
17861,109191,Female,Loyal customer,38,Business travel,Eco,483,2,4,4,4,2,2,2,2,2,5,4,1,3,2,0.0,7.0,Neutral or dissatisfied,0,Adult
17862,101204,Male,Loyal customer,43,Personal travel,Eco,1069,1,3,1,1,1,1,1,1,3,1,1,4,1,1,19.0,6.0,Neutral or dissatisfied,1,Middle Age
17863,54126,Female,Loyal customer,37,Business travel,Business,1400,4,4,4,4,5,3,1,4,4,4,4,5,4,2,0.0,0.0,Satisfied,0,Adult
17864,95297,Male,Loyal customer,10,Personal travel,Eco,323,2,3,2,3,5,2,5,5,4,3,4,2,4,5,3.0,4.0,Neutral or dissatisfied,0,Young
17865,38460,Male,Loyal customer,29,Personal travel,Eco,1226,3,4,3,3,4,3,4,4,2,5,4,1,3,4,0.0,20.0,Neutral or dissatisfied,0,Adult
17866,21457,Female,Loyal customer,63,Business travel,Business,377,1,5,5,5,3,4,4,1,1,1,1,2,1,2,0.0,0.0,Neutral or dissatisfied,0,Senior
17867,32869,Male,Loyal customer,29,Personal travel,Eco,101,4,5,0,2,2,0,4,2,5,2,4,3,5,2,0.0,0.0,Satisfied,0,Adult
17868,54602,Male,Loyal customer,32,Personal travel,Business,964,3,5,3,2,5,3,5,5,5,5,4,4,4,5,0.0,0.0,Neutral or dissatisfied,0,Adult
17869,96071,Female,Loyal customer,68,Personal travel,Eco,795,1,5,1,3,4,4,5,3,3,1,5,5,3,4,0.0,0.0,Neutral or dissatisfied,0,Senior
17870,82976,Female,Loyal customer,48,Business travel,Business,1127,3,3,3,3,2,5,5,5,5,5,5,3,5,5,13.0,32.5,Satisfied,0,Middle Age
17871,52029,Male,Loyal customer,35,Personal travel,Eco,328,1,2,1,2,3,1,3,3,3,1,2,2,3,3,0.0,0.0,Neutral or dissatisfied,0,Adult
17872,73942,Male,Loyal customer,22,Business travel,Business,2330,3,2,2,2,3,3,3,2,4,2,4,3,4,3,12.0,4.0,Neutral or dissatisfied,0,Young
17873,7484,Female,Loyal customer,39,Business travel,Business,2243,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0.0,4.0,Satisfied,0,Adult
17874,58323,Female,Disloyal customer,37,Business travel,Eco,239,2,0,3,3,5,3,5,5,2,2,1,1,3,5,13.0,0.0,Neutral or dissatisfied,0,Adult
17875,651,Male,Loyal customer,54,Business travel,Business,247,4,4,4,4,3,4,4,5,5,5,5,4,5,4,30.0,32.5,Satisfied,1,Middle Age
17876,6031,Male,Loyal customer,61,Business travel,Business,690,3,5,5,5,4,3,3,3,3,3,3,2,3,1,30.0,32.5,Neutral or dissatisfied,1,Senior
17877,13590,Male,Loyal customer,62,Personal travel,Eco,152,1,4,0,2,3,0,3,3,5,4,4,5,5,3,8.0,0.0,Neutral or dissatisfied,0,Senior
17878,49528,Male,Disloyal customer,41,Business travel,Eco,77,2,5,1,4,3,1,3,3,3,5,3,5,2,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17879,116710,Male,Loyal customer,44,Business travel,Eco plus,372,5,5,5,5,5,5,5,5,3,1,1,1,3,5,0.0,4.0,Satisfied,0,Middle Age
17880,116848,Male,Loyal customer,61,Personal travel,Business,646,2,1,2,2,5,2,3,4,4,2,2,1,4,1,1.0,0.0,Neutral or dissatisfied,0,Senior
17881,84729,Female,Loyal customer,48,Business travel,Business,1894,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
17882,25062,Female,Loyal customer,24,Personal travel,Eco,594,5,5,5,2,4,5,4,4,2,3,5,4,5,4,12.0,3.0,Satisfied,0,Young
17883,65466,Male,Loyal customer,52,Business travel,Business,3118,1,1,1,1,4,5,4,2,2,2,2,3,2,3,0.0,0.0,Satisfied,0,Middle Age
17884,10427,Male,Loyal customer,54,Business travel,Business,3403,2,2,2,2,4,4,5,4,4,4,4,5,4,4,30.0,32.5,Satisfied,1,Middle Age
17885,71705,Female,Loyal customer,12,Personal travel,Eco plus,1005,2,5,2,1,1,2,1,1,5,3,5,4,4,1,29.0,23.0,Neutral or dissatisfied,1,Young
17886,46242,Female,Loyal customer,73,Business travel,Business,1648,4,3,3,3,2,2,2,4,4,4,4,4,4,1,1.0,0.0,Neutral or dissatisfied,0,Senior
17887,17619,Male,Loyal customer,41,Business travel,Eco,622,4,3,3,3,4,4,4,4,4,5,1,3,3,4,30.0,26.0,Satisfied,1,Middle Age
17888,109027,Female,Loyal customer,55,Business travel,Business,2309,2,2,2,2,2,5,4,5,5,5,5,4,5,3,2.0,0.0,Satisfied,0,Middle Age
17889,108713,Male,Loyal customer,40,Business travel,Business,2041,4,4,4,4,3,4,4,5,5,5,5,5,5,4,30.0,32.5,Satisfied,1,Adult
17890,13528,Male,Disloyal customer,25,Business travel,Eco,152,0,0,1,5,5,1,5,5,1,5,5,1,2,5,24.0,32.5,Satisfied,1,Young
17891,8981,Female,Loyal customer,36,Personal travel,Eco,725,1,1,1,3,5,1,4,5,2,2,4,3,4,5,30.0,4.0,Neutral or dissatisfied,1,Adult
17892,71111,Male,Loyal customer,33,Business travel,Business,2072,2,2,2,2,4,4,4,4,3,5,5,5,5,4,0.0,0.0,Satisfied,0,Adult
17893,28180,Male,Loyal customer,40,Personal travel,Eco,834,2,4,2,2,3,2,3,3,4,5,4,4,5,3,30.0,24.0,Neutral or dissatisfied,1,Adult
17894,71375,Male,Disloyal customer,18,Business travel,Eco,258,3,2,3,4,4,3,4,4,2,4,4,1,3,4,19.0,11.0,Neutral or dissatisfied,1,Young
17895,73312,Male,Loyal customer,45,Business travel,Business,1197,2,1,2,2,3,5,5,5,5,5,5,4,5,3,0.0,19.0,Satisfied,0,Middle Age
17896,103854,Female,Loyal customer,16,Business travel,Business,1056,2,3,3,3,2,1,2,2,4,2,3,3,3,2,0.0,0.0,Neutral or dissatisfied,0,Young
17897,2150,Male,Disloyal customer,49,Business travel,Business,685,3,3,3,3,4,3,4,4,5,3,5,3,4,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17898,100503,Female,Loyal customer,18,Business travel,Business,3864,1,4,4,4,1,1,1,1,2,5,4,4,4,1,0.0,0.0,Neutral or dissatisfied,0,Young
17899,82477,Male,Loyal customer,53,Personal travel,Eco,509,4,5,4,5,4,4,1,4,5,4,5,3,5,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17900,102590,Female,Loyal customer,30,Business travel,Eco plus,488,4,1,1,1,4,3,4,4,4,1,3,1,3,4,0.0,0.0,Neutral or dissatisfied,0,Adult
17901,55436,Male,Loyal customer,39,Business travel,Business,2521,4,4,4,4,3,3,3,5,2,3,4,3,5,3,0.0,0.0,Satisfied,0,Adult
17902,8020,Male,Loyal customer,50,Business travel,Business,2744,4,4,4,4,2,4,5,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
17903,98279,Male,Loyal customer,51,Business travel,Business,2486,4,4,4,4,1,4,1,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
17904,117682,Female,Loyal customer,34,Business travel,Business,2075,4,4,5,4,3,5,4,4,4,4,4,4,4,3,30.0,32.5,Satisfied,1,Adult
17905,94506,Female,Loyal customer,55,Business travel,Business,2082,5,5,5,5,4,4,4,4,4,4,4,5,4,5,1.0,0.0,Satisfied,0,Middle Age
17906,9329,Male,Loyal customer,52,Personal travel,Eco,542,2,5,2,1,4,2,4,4,4,3,4,4,5,4,30.0,27.0,Neutral or dissatisfied,1,Middle Age
17907,50459,Female,Loyal customer,56,Business travel,Eco,190,2,3,4,4,4,3,3,2,2,2,2,3,2,2,13.0,8.0,Neutral or dissatisfied,0,Middle Age
17908,23923,Female,Loyal customer,48,Personal travel,Eco,579,2,3,2,3,1,1,5,3,3,2,3,3,3,1,2.0,9.0,Neutral or dissatisfied,0,Middle Age
17909,6817,Male,Loyal customer,43,Personal travel,Eco,235,3,1,3,2,3,3,3,3,3,4,1,3,1,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17910,67944,Male,Loyal customer,10,Personal travel,Eco,1235,3,5,3,2,1,3,1,1,5,2,4,5,4,1,2.0,0.0,Neutral or dissatisfied,0,Young
17911,48250,Female,Loyal customer,41,Personal travel,Eco,173,2,2,0,3,0,1,1,1,5,4,4,1,2,1,30.0,32.5,Neutral or dissatisfied,1,Middle Age
17912,101042,Male,Loyal customer,53,Business travel,Business,368,1,1,1,1,3,5,5,5,5,5,5,3,5,3,0.0,0.0,Satisfied,0,Middle Age
17913,90222,Female,Loyal customer,45,Business travel,Business,2329,5,5,5,5,3,5,4,3,3,3,3,3,3,4,0.0,0.0,Satisfied,0,Middle Age
17914,115635,Female,Loyal customer,41,Business travel,Business,337,1,1,1,1,5,5,5,4,4,4,4,5,4,3,8.0,4.0,Satisfied,0,Middle Age
17915,66286,Male,Loyal customer,44,Personal travel,Eco plus,550,3,1,4,3,1,4,2,1,4,5,1,1,2,1,1.0,0.0,Neutral or dissatisfied,0,Middle Age
17916,101118,Male,Loyal customer,46,Business travel,Business,1069,3,3,3,3,2,4,5,3,3,3,3,5,3,5,0.0,0.0,Satisfied,0,Middle Age
17917,124140,Male,Loyal customer,18,Personal travel,Eco,529,3,2,1,3,3,1,3,3,4,3,3,2,2,3,22.0,25.0,Neutral or dissatisfied,1,Young
17918,25027,Female,Loyal customer,58,Business travel,Eco,907,1,0,0,4,4,4,3,5,5,1,5,4,5,3,12.0,10.0,Neutral or dissatisfied,0,Middle Age
17919,5590,Female,Loyal customer,50,Business travel,Business,2727,3,5,5,5,1,3,4,3,3,3,3,3,3,4,11.0,32.5,Neutral or dissatisfied,0,Middle Age
17920,83489,Female,Loyal customer,52,Business travel,Business,2528,3,3,3,3,3,3,4,3,3,3,3,4,3,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17921,108915,Male,Loyal customer,42,Business travel,Business,2583,4,3,3,3,4,4,4,3,2,3,4,4,2,4,30.0,32.5,Neutral or dissatisfied,1,Middle Age
17922,63155,Female,Disloyal customer,36,Business travel,Business,447,2,2,2,4,3,2,2,3,5,2,5,3,4,3,14.0,7.0,Neutral or dissatisfied,0,Adult
17923,69850,Male,Loyal customer,14,Personal travel,Eco,1055,3,4,3,1,1,3,1,1,4,3,4,3,5,1,20.0,19.0,Neutral or dissatisfied,1,Young
17924,63242,Female,Loyal customer,54,Business travel,Business,3408,4,4,4,4,2,4,4,5,5,5,5,4,5,3,2.0,0.0,Satisfied,0,Middle Age
17925,30074,Male,Loyal customer,22,Personal travel,Eco,213,1,3,1,3,1,1,1,1,1,5,3,4,3,1,0.0,0.0,Neutral or dissatisfied,0,Young
17926,123197,Female,Loyal customer,45,Personal travel,Eco,507,1,4,2,3,4,5,5,5,5,2,5,3,5,3,0.0,1.0,Neutral or dissatisfied,0,Middle Age
17927,70366,Female,Loyal customer,47,Business travel,Business,3715,3,2,2,2,3,2,2,3,3,3,3,2,3,1,0.0,12.0,Neutral or dissatisfied,0,Middle Age
17928,101047,Female,Loyal customer,46,Business travel,Business,368,3,3,3,3,2,5,5,5,5,5,5,5,5,5,18.0,5.0,Satisfied,1,Middle Age
17929,117515,Male,Loyal customer,63,Business travel,Eco plus,107,5,5,5,5,5,5,5,5,3,2,1,1,1,5,1.0,0.0,Satisfied,0,Senior
17930,13020,Female,Loyal customer,44,Business travel,Business,2460,4,5,3,5,3,3,4,4,4,4,4,1,4,4,30.0,32.5,Neutral or dissatisfied,1,Middle Age
17931,105815,Female,Loyal customer,42,Personal travel,Eco,787,3,4,3,2,3,4,4,5,5,3,5,4,5,4,30.0,32.5,Neutral or dissatisfied,1,Middle Age
17932,10698,Male,Loyal customer,29,Business travel,Business,74,2,2,2,2,2,2,2,2,2,3,4,2,4,2,0.0,0.0,Neutral or dissatisfied,0,Adult
17933,42170,Female,Loyal customer,22,Business travel,Business,834,4,2,2,2,4,4,4,4,2,2,3,4,4,4,0.0,7.0,Neutral or dissatisfied,0,Young
17934,9536,Female,Disloyal customer,25,Business travel,Business,288,5,4,5,4,4,5,4,4,5,4,5,5,5,4,0.0,0.0,Satisfied,0,Young
17935,8729,Female,Loyal customer,48,Personal travel,Eco,227,1,3,1,3,4,4,4,4,4,1,4,3,4,1,30.0,32.5,Neutral or dissatisfied,1,Middle Age
17936,51517,Female,Loyal customer,56,Business travel,Eco,425,2,5,5,5,4,1,2,2,2,2,2,3,2,2,0.0,0.0,Satisfied,0,Middle Age
17937,88955,Female,Disloyal customer,29,Business travel,Business,1184,1,1,1,1,1,1,1,1,5,4,4,4,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
17938,6153,Male,Loyal customer,58,Business travel,Business,501,2,2,2,2,5,4,5,3,3,4,3,4,3,3,14.0,15.0,Satisfied,0,Middle Age
17939,91836,Male,Loyal customer,24,Personal travel,Eco plus,532,1,4,3,5,3,3,3,3,4,4,5,3,5,3,0.0,0.0,Neutral or dissatisfied,0,Young
17940,125032,Male,Loyal customer,42,Business travel,Business,2300,4,4,4,4,3,3,3,5,5,3,5,3,3,3,5.0,11.0,Satisfied,0,Middle Age
17941,92449,Male,Loyal customer,45,Business travel,Business,2139,3,3,3,3,4,5,5,5,5,4,5,3,5,4,0.0,0.0,Satisfied,0,Middle Age
17942,106847,Male,Loyal customer,43,Personal travel,Eco,1733,1,4,2,4,4,2,4,4,4,4,5,3,5,4,1.0,9.0,Neutral or dissatisfied,0,Middle Age
17943,49137,Female,Disloyal customer,24,Business travel,Eco,86,5,4,5,1,4,5,4,4,4,3,2,4,4,4,0.0,0.0,Satisfied,0,Young
17944,11621,Female,Loyal customer,51,Personal travel,Eco,657,1,2,1,3,3,3,4,3,3,1,3,1,3,4,5.0,0.0,Neutral or dissatisfied,0,Middle Age
17945,89013,Male,Loyal customer,27,Business travel,Business,2139,4,4,5,4,4,4,4,4,5,5,5,3,4,4,1.0,0.0,Satisfied,0,Adult
17946,24088,Female,Loyal customer,27,Business travel,Business,3163,1,1,1,1,4,4,4,4,1,5,1,4,1,4,0.0,0.0,Satisfied,0,Adult
17947,77128,Female,Loyal customer,26,Personal travel,Eco plus,1481,3,5,3,1,2,3,1,2,4,2,5,4,5,2,0.0,0.0,Neutral or dissatisfied,0,Adult
17948,73858,Female,Loyal customer,67,Personal travel,Eco,1810,3,5,4,1,1,5,5,2,2,4,2,4,2,4,0.0,0.0,Neutral or dissatisfied,0,Senior
17949,104697,Male,Disloyal customer,39,Business travel,Business,159,2,2,2,1,4,2,4,4,4,2,4,3,5,4,0.0,0.0,Neutral or dissatisfied,0,Adult
17950,63429,Male,Loyal customer,14,Personal travel,Eco,447,4,4,4,4,5,4,5,5,5,5,5,4,4,5,0.0,0.0,Neutral or dissatisfied,0,Young
17951,38742,Female,Loyal customer,44,Business travel,Business,3179,4,4,4,4,3,3,3,4,4,4,4,1,4,1,11.0,0.0,Satisfied,0,Middle Age
17952,70960,Female,Disloyal customer,42,Business travel,Business,802,2,2,2,1,5,2,5,5,4,4,4,3,5,5,0.0,12.0,Neutral or dissatisfied,0,Middle Age
17953,114333,Female,Loyal customer,70,Personal travel,Eco,846,2,4,2,2,2,5,5,5,5,2,5,5,5,3,30.0,32.0,Neutral or dissatisfied,1,Senior
17954,67176,Male,Loyal customer,10,Personal travel,Eco,985,3,4,3,1,2,3,2,2,4,2,4,5,5,2,12.0,11.0,Neutral or dissatisfied,0,Young
17955,13160,Male,Loyal customer,57,Personal travel,Eco,562,2,1,2,4,1,2,1,1,2,2,4,4,3,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17956,9155,Male,Loyal customer,29,Personal travel,Eco plus,227,1,5,1,3,1,1,1,1,4,5,5,3,4,1,30.0,32.5,Neutral or dissatisfied,1,Adult
17957,25896,Male,Loyal customer,20,Personal travel,Eco,907,2,2,2,2,1,2,1,1,1,2,2,4,3,1,13.0,8.0,Neutral or dissatisfied,0,Young
17958,128391,Female,Loyal customer,43,Business travel,Eco,355,3,5,5,5,3,3,3,3,3,3,3,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17959,18010,Female,Loyal customer,56,Personal travel,Eco,332,4,5,4,2,2,4,5,5,5,4,5,4,5,5,0.0,0.0,Satisfied,0,Middle Age
17960,51152,Female,Loyal customer,31,Personal travel,Eco,86,2,2,2,4,2,2,2,2,3,4,3,3,4,2,9.0,6.0,Neutral or dissatisfied,0,Adult
17961,100619,Female,Disloyal customer,27,Business travel,Eco,1121,4,4,4,2,4,4,4,4,5,2,4,2,4,4,17.0,3.0,Neutral or dissatisfied,1,Adult
17962,90440,Female,Loyal customer,48,Business travel,Business,3998,2,2,2,2,3,5,4,2,2,2,2,5,2,4,1.0,0.0,Satisfied,0,Middle Age
17963,105710,Female,Disloyal customer,23,Business travel,Eco,787,1,1,1,3,4,1,4,4,2,5,4,2,4,4,22.0,24.0,Neutral or dissatisfied,1,Young
17964,2460,Male,Loyal customer,22,Business travel,Business,2708,1,1,1,1,1,1,1,1,1,1,4,4,3,1,0.0,18.0,Neutral or dissatisfied,0,Young
17965,122606,Female,Loyal customer,48,Business travel,Eco,728,4,5,5,5,5,3,4,4,4,4,4,1,4,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17966,40898,Female,Loyal customer,44,Personal travel,Eco,599,2,2,2,3,2,2,2,2,5,4,3,2,1,2,30.0,32.5,Neutral or dissatisfied,1,Middle Age
17967,98338,Female,Loyal customer,54,Business travel,Business,1046,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
17968,18551,Female,Loyal customer,19,Business travel,Business,3842,5,5,5,5,5,5,5,5,1,5,5,1,4,5,0.0,0.0,Satisfied,0,Young
17969,22830,Female,Disloyal customer,34,Business travel,Eco,151,2,3,2,4,3,2,3,3,2,2,3,2,3,3,15.0,0.0,Neutral or dissatisfied,0,Adult
17970,113593,Male,Disloyal customer,20,Business travel,Eco,407,2,1,1,3,5,1,5,5,4,2,4,3,4,5,0.0,1.0,Neutral or dissatisfied,0,Young
17971,7973,Female,Loyal customer,70,Personal travel,Eco plus,594,3,4,3,4,2,3,4,5,5,3,3,2,5,5,0.0,1.0,Neutral or dissatisfied,0,Senior
17972,24812,Female,Disloyal customer,21,Business travel,Eco,828,5,5,5,4,2,5,2,2,3,1,4,3,1,2,0.0,20.0,Satisfied,0,Young
17973,11899,Female,Disloyal customer,38,Business travel,Business,744,3,3,3,2,4,3,4,4,5,4,5,5,4,4,30.0,32.5,Neutral or dissatisfied,1,Adult
17974,118327,Female,Loyal customer,53,Business travel,Business,3738,3,3,3,3,4,4,4,4,4,5,4,5,4,5,5.0,4.0,Satisfied,0,Middle Age
17975,26546,Female,Loyal customer,7,Personal travel,Eco,990,2,4,2,1,2,2,2,2,5,3,5,3,5,2,0.0,0.0,Neutral or dissatisfied,0,Young
17976,106792,Female,Loyal customer,58,Business travel,Business,1642,5,5,5,5,4,5,4,5,5,5,5,3,5,5,13.0,24.0,Satisfied,0,Middle Age
17977,34467,Male,Loyal customer,48,Business travel,Eco,266,5,1,1,1,5,5,5,5,2,3,5,4,4,5,0.0,21.0,Satisfied,0,Middle Age
17978,58419,Male,Disloyal customer,22,Business travel,Eco,733,3,3,3,3,3,3,3,3,2,2,3,3,4,3,30.0,32.5,Neutral or dissatisfied,1,Young
17979,74034,Male,Loyal customer,50,Personal travel,Eco,1471,3,4,3,5,3,3,3,3,4,5,4,4,5,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17980,65630,Male,Loyal customer,55,Personal travel,Eco,237,2,5,2,1,5,2,5,5,5,4,4,3,5,5,1.0,0.0,Neutral or dissatisfied,0,Middle Age
17981,7208,Male,Disloyal customer,54,Business travel,Business,135,3,3,3,2,1,3,1,1,5,2,4,4,5,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
17982,45137,Male,Loyal customer,56,Business travel,Eco,174,4,3,3,3,4,4,4,4,5,4,1,4,1,4,0.0,0.0,Satisfied,0,Middle Age
17983,58673,Male,Loyal customer,38,Business travel,Business,1744,3,3,2,3,5,4,5,3,3,3,3,3,3,5,0.0,0.0,Satisfied,0,Adult
17984,91642,Female,Loyal customer,70,Personal travel,Eco,1184,4,4,4,3,5,3,5,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Senior
17985,37031,Male,Loyal customer,35,Business travel,Business,994,3,3,3,3,3,4,1,4,4,4,4,5,4,4,0.0,0.0,Satisfied,0,Adult
17986,86441,Female,Loyal customer,47,Business travel,Business,2981,2,5,1,1,3,4,3,2,2,2,2,4,2,1,15.0,0.0,Neutral or dissatisfied,0,Middle Age
17987,13246,Female,Loyal customer,40,Business travel,Eco,657,4,4,4,4,4,4,4,4,2,1,3,2,3,4,0.0,0.0,Satisfied,0,Adult
17988,94732,Female,Loyal customer,37,Business travel,Eco,239,3,3,3,3,3,3,3,3,3,5,4,4,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
