Id,Gender,Customer_type,Age,Type_of_travel,Class,Flight_distance,Inflight_wifi_service,Departure/arrival_time_convenient,Ease_of_online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On-board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_delay_in_minutes,Arrival_delay_in_minutes,Satisfaction,Is_delayed,Age_group
71422,Male,Loyal customer,43,Business travel,Business,1803,2,2,2,2,5,4,5,3,3,3,3,3,3,5,0.0,0.0,Satisfied,0,Middle Age
30907,Male,Loyal customer,31,Business travel,Business,896,5,5,5,5,5,5,5,5,2,5,3,4,5,5,0.0,7.0,Satisfied,0,Adult
4192,Female,Disloyal customer,26,Business travel,Business,427,4,4,4,4,3,4,3,3,2,3,3,2,3,3,26.0,29.0,Neutral or dissatisfied,1,Adult
59979,Male,Loyal customer,67,Personal travel,Eco,937,3,1,2,3,2,2,2,2,1,3,3,4,4,2,30.0,13.0,Neutral or dissatisfied,1,Senior
32166,Male,Loyal customer,33,Business travel,Business,2653,0,5,0,2,5,5,5,5,5,2,3,2,2,5,0.0,0.0,Satisfied,0,Adult
117746,Female,Loyal customer,8,Personal travel,Eco,935,4,4,4,5,3,4,3,3,5,5,5,4,5,3,6.0,0.0,Neutral or dissatisfied,0,Young
41966,Female,Disloyal customer,26,Business travel,Eco,525,2,1,2,3,3,2,3,3,3,5,3,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
83240,Female,Loyal customer,41,Business travel,Business,1979,2,2,5,2,5,3,4,4,4,4,4,4,4,4,0.0,0.0,Satisfied,0,Middle Age
4283,Female,Loyal customer,55,Personal travel,Eco,502,2,5,2,4,5,4,4,4,4,2,2,5,4,5,0.0,8.0,Neutral or dissatisfied,0,Middle Age
77829,Male,Loyal customer,19,Personal travel,Eco,874,3,2,3,3,4,3,4,4,2,5,3,1,3,4,0.0,12.0,Neutral or dissatisfied,0,Young
53443,Male,Disloyal customer,37,Business travel,Eco,2419,2,2,2,3,2,1,5,4,3,4,1,5,4,5,30.0,32.5,Neutral or dissatisfied,1,Adult
68072,Female,Disloyal customer,16,Business travel,Eco,813,1,1,1,3,2,1,2,2,1,1,4,2,4,2,0.0,0.0,Neutral or dissatisfied,0,Young
55890,Female,Disloyal customer,38,Business travel,Business,473,4,4,4,4,3,4,3,3,4,2,4,5,5,3,0.0,0.0,Satisfied,0,Adult
54777,Male,Loyal customer,61,Personal travel,Eco plus,964,3,5,3,5,3,3,3,3,3,4,4,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Senior
68261,Female,Loyal customer,53,Personal travel,Eco,631,2,5,2,5,3,5,4,1,1,2,1,3,1,5,0.0,13.0,Neutral or dissatisfied,0,Middle Age
1274,Male,Loyal customer,10,Personal travel,Eco,113,1,1,1,3,4,1,4,4,3,3,3,3,3,4,0.0,9.0,Neutral or dissatisfied,0,Young
67631,Male,Loyal customer,53,Business travel,Business,1188,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0.0,0.0,Satisfied,0,Middle Age
26244,Male,Loyal customer,39,Personal travel,Eco,270,2,5,2,2,3,2,3,3,4,4,4,3,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
48832,Male,Loyal customer,65,Personal travel,Business,421,2,2,2,3,2,2,3,3,3,2,5,2,3,1,0.0,2.0,Neutral or dissatisfied,0,Senior
72422,Male,Loyal customer,39,Business travel,Business,985,1,1,1,1,3,4,5,4,4,5,4,3,4,3,0.0,7.0,Satisfied,0,Adult
13707,Female,Loyal customer,63,Personal travel,Eco plus,300,4,2,4,4,2,4,3,5,5,4,5,2,5,4,30.0,32.5,Neutral or dissatisfied,1,Senior
29439,Female,Loyal customer,51,Business travel,Business,421,1,1,1,1,1,2,3,4,4,4,4,4,4,2,0.0,0.0,Satisfied,0,Middle Age
8893,Female,Loyal customer,20,Personal travel,Eco,622,2,4,2,3,2,2,2,2,3,4,5,5,5,2,0.0,0.0,Neutral or dissatisfied,0,Young
101743,Male,Loyal customer,43,Business travel,Business,1590,1,1,1,1,3,3,5,4,4,5,4,5,4,3,0.0,0.0,Satisfied,0,Middle Age
48151,Male,Loyal customer,33,Business travel,Business,1955,4,1,4,1,4,4,4,4,2,5,4,4,4,4,0.0,0.0,Neutral or dissatisfied,0,Adult
104735,Female,Loyal customer,25,Business travel,Business,1342,4,4,4,4,5,5,5,5,4,3,5,5,5,5,0.0,0.0,Satisfied,0,Young
40290,Female,Loyal customer,26,Personal travel,Eco,402,2,5,2,4,5,2,5,5,3,5,5,4,5,5,0.0,0.0,Neutral or dissatisfied,0,Adult
107543,Male,Loyal customer,48,Business travel,Business,1680,4,4,4,4,4,4,4,3,3,3,3,4,3,5,30.0,27.0,Satisfied,1,Middle Age
30873,Female,Disloyal customer,48,Business travel,Eco,1506,2,2,2,4,1,2,1,1,3,3,3,4,3,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
44885,Male,Loyal customer,36,Business travel,Eco,557,3,1,1,1,3,4,3,3,5,2,3,5,3,3,0.0,0.0,Satisfied,0,Adult
88018,Female,Disloyal customer,24,Business travel,Eco,545,4,0,4,2,5,4,5,5,5,3,4,4,5,5,7.0,18.0,Satisfied,0,Young
28945,Female,Loyal customer,46,Business travel,Business,2795,3,5,3,5,5,3,4,3,3,3,3,2,3,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
124544,Female,Loyal customer,47,Personal travel,Eco,1276,2,5,2,4,4,4,5,1,1,2,1,3,1,5,0.0,5.0,Neutral or dissatisfied,0,Middle Age
107296,Female,Loyal customer,40,Personal travel,Eco,307,3,3,4,5,3,4,3,3,2,5,1,2,2,3,18.0,9.0,Neutral or dissatisfied,1,Adult
26358,Male,Loyal customer,31,Business travel,Business,2559,2,4,2,2,5,4,5,5,2,1,5,3,1,5,0.0,0.0,Satisfied,0,Adult
47633,Female,Loyal customer,72,Business travel,Business,1235,2,2,2,2,1,5,4,4,4,4,4,2,4,5,0.0,0.0,Satisfied,0,Senior
31066,Female,Loyal customer,67,Personal travel,Eco,862,2,5,2,4,2,5,5,1,1,2,1,5,1,3,0.0,0.0,Neutral or dissatisfied,0,Senior
6049,Male,Loyal customer,57,Personal travel,Eco,691,4,3,4,4,1,4,1,1,3,3,3,1,4,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
64153,Male,Loyal customer,28,Business travel,Business,989,3,4,5,4,3,3,3,3,3,4,3,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Adult
10499,Male,Loyal customer,51,Business travel,Business,3334,3,3,3,3,2,4,4,5,5,5,5,4,5,3,6.0,0.0,Satisfied,0,Middle Age
60917,Male,Loyal customer,60,Business travel,Business,888,2,5,1,5,2,4,4,2,2,2,2,3,2,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
19157,Female,Loyal customer,53,Business travel,Eco,304,5,5,5,5,4,3,4,4,4,5,4,2,4,3,0.0,0.0,Satisfied,0,Middle Age
68845,Female,Loyal customer,34,Business travel,Business,2385,3,4,3,3,5,4,5,4,4,4,4,5,4,4,0.0,2.0,Satisfied,0,Adult
75517,Female,Loyal customer,33,Business travel,Business,1774,3,1,3,3,5,4,5,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Adult
66909,Female,Loyal customer,23,Business travel,Business,2753,3,3,3,3,4,4,4,4,3,5,4,3,5,4,0.0,32.5,Satisfied,0,Young
80354,Male,Disloyal customer,25,Business travel,Business,422,2,4,2,3,4,2,4,4,4,2,4,4,5,4,0.0,1.0,Neutral or dissatisfied,0,Young
8826,Female,Loyal customer,22,Personal travel,Eco,522,3,5,3,1,2,3,2,2,3,3,5,5,5,2,0.0,0.0,Neutral or dissatisfied,0,Young
69503,Male,Loyal customer,65,Personal travel,Eco plus,1096,4,1,4,3,4,4,4,4,2,2,1,2,3,4,15.0,32.5,Neutral or dissatisfied,0,Senior
77508,Female,Loyal customer,49,Business travel,Business,1587,5,5,1,5,2,5,4,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
70732,Female,Disloyal customer,21,Business travel,Eco,675,4,4,4,3,2,4,2,2,2,3,3,4,3,2,0.0,0.0,Neutral or dissatisfied,0,Young
78121,Female,Loyal customer,26,Personal travel,Eco,1797,1,4,1,2,4,1,4,4,2,5,5,5,1,4,0.0,0.0,Neutral or dissatisfied,0,Adult
59562,Female,Disloyal customer,24,Business travel,Business,964,4,5,4,2,1,4,1,1,5,4,5,4,4,1,0.0,0.0,Satisfied,0,Young
22603,Male,Loyal customer,33,Business travel,Eco,223,1,5,5,5,1,1,1,1,4,3,2,4,3,1,29.0,24.0,Neutral or dissatisfied,1,Adult
118351,Female,Loyal customer,57,Personal travel,Eco,639,1,5,1,4,4,5,4,5,5,1,5,4,5,4,23.0,20.0,Neutral or dissatisfied,1,Middle Age
126212,Female,Loyal customer,30,Business travel,Business,631,4,4,2,4,4,4,4,4,3,3,3,1,3,4,30.0,32.5,Neutral or dissatisfied,1,Adult
23446,Male,Loyal customer,45,Business travel,Eco,576,4,1,1,1,4,4,4,4,5,3,4,1,4,4,0.0,0.0,Satisfied,0,Middle Age
14725,Female,Loyal customer,22,Business travel,Eco plus,479,5,5,5,5,5,5,3,5,3,5,3,4,5,5,0.0,6.0,Satisfied,0,Young
49949,Male,Loyal customer,65,Business travel,Eco,153,3,3,3,3,3,3,3,3,1,3,3,1,3,3,19.0,11.0,Neutral or dissatisfied,1,Senior
62593,Male,Loyal customer,23,Business travel,Eco,346,0,4,0,3,5,0,5,5,2,1,5,4,5,5,0.0,0.0,Satisfied,0,Young
69931,Male,Loyal customer,66,Personal travel,Eco plus,1514,1,5,0,5,5,0,5,5,3,2,5,3,4,5,0.0,0.0,Neutral or dissatisfied,0,Senior
65412,Female,Loyal customer,49,Business travel,Business,631,2,2,2,2,5,5,4,5,5,5,5,5,5,3,1.0,0.0,Satisfied,0,Middle Age
36923,Male,Loyal customer,59,Personal travel,Eco,740,2,4,2,4,1,2,1,1,4,5,4,3,5,1,11.0,32.5,Neutral or dissatisfied,0,Middle Age
120060,Male,Loyal customer,52,Business travel,Business,683,3,3,3,3,3,4,5,5,5,5,5,4,5,4,0.0,0.0,Satisfied,0,Middle Age
122271,Female,Loyal customer,33,Personal travel,Eco,544,3,4,2,4,1,2,5,1,4,3,2,1,2,1,0.0,0.0,Neutral or dissatisfied,0,Adult
107660,Male,Loyal customer,46,Business travel,Business,251,1,1,1,1,3,4,5,4,4,4,4,4,4,3,9.0,1.0,Satisfied,0,Middle Age
77169,Male,Disloyal customer,26,Business travel,Business,1355,4,4,4,1,1,4,1,1,3,5,5,3,4,1,0.0,0.0,Satisfied,0,Adult
2567,Female,Loyal customer,40,Business travel,Business,3311,5,5,5,5,2,4,5,5,5,5,5,5,5,4,0.0,0.0,Satisfied,0,Adult
42962,Male,Disloyal customer,23,Business travel,Eco,391,5,3,5,2,2,5,1,2,3,1,4,3,5,2,0.0,0.0,Satisfied,0,Young
11672,Female,Disloyal customer,23,Business travel,Eco,395,2,0,3,5,4,3,4,4,5,2,5,5,5,4,30.0,32.5,Neutral or dissatisfied,1,Young
49042,Female,Loyal customer,35,Business travel,Business,2008,1,1,4,1,5,4,2,4,4,4,5,3,4,1,0.0,0.0,Satisfied,0,Adult
39175,Male,Loyal customer,43,Business travel,Business,237,0,0,0,3,2,5,1,1,1,1,1,3,1,5,0.0,0.0,Satisfied,0,Middle Age
84521,Male,Loyal customer,28,Business travel,Business,2556,3,3,3,3,3,4,3,3,3,3,5,3,5,3,0.0,0.0,Satisfied,0,Adult
83953,Female,Loyal customer,60,Business travel,Business,1715,3,3,1,3,2,5,4,4,4,4,4,3,4,3,0.0,0.0,Satisfied,0,Middle Age
75348,Male,Loyal customer,50,Personal travel,Eco,2615,2,5,2,3,2,3,3,5,4,5,5,3,3,3,0.0,16.0,Neutral or dissatisfied,0,Middle Age
20920,Female,Disloyal customer,52,Business travel,Eco,721,4,3,3,1,5,3,5,5,3,3,1,5,1,5,0.0,0.0,Satisfied,0,Middle Age
37665,Male,Loyal customer,45,Personal travel,Eco,1010,3,4,3,3,2,3,3,2,3,4,1,5,1,2,0.0,5.0,Neutral or dissatisfied,0,Middle Age
116281,Female,Loyal customer,55,Personal travel,Eco,446,1,4,5,3,5,5,4,4,4,5,4,3,4,4,5.0,8.0,Neutral or dissatisfied,0,Middle Age
128219,Female,Loyal customer,53,Business travel,Eco,602,1,0,0,4,1,3,3,3,3,1,3,4,3,2,29.0,25.0,Neutral or dissatisfied,1,Middle Age
97197,Male,Loyal customer,15,Personal travel,Eco,1642,3,5,3,1,4,3,4,4,3,5,5,2,2,4,0.0,3.0,Neutral or dissatisfied,0,Young
107613,Female,Loyal customer,29,Business travel,Business,423,1,3,3,3,1,1,1,1,4,3,3,3,3,1,15.0,6.0,Neutral or dissatisfied,0,Adult
26248,Female,Loyal customer,56,Business travel,Eco plus,515,4,5,5,5,2,1,5,4,4,4,4,1,4,4,0.0,0.0,Satisfied,0,Middle Age
116479,Female,Loyal customer,10,Personal travel,Eco,342,1,2,1,3,2,1,2,2,4,2,3,4,4,2,0.0,0.0,Neutral or dissatisfied,0,Young
11001,Male,Loyal customer,46,Business travel,Eco,295,4,5,5,5,3,4,3,3,3,3,5,1,3,3,0.0,0.0,Satisfied,0,Middle Age
33596,Female,Disloyal customer,24,Business travel,Business,399,1,4,1,4,2,1,2,2,4,1,4,4,4,2,0.0,0.0,Neutral or dissatisfied,0,Young
45024,Male,Disloyal customer,27,Business travel,Eco plus,118,3,3,3,4,4,3,4,4,2,5,2,1,2,4,7.0,0.0,Neutral or dissatisfied,0,Adult
27598,Female,Loyal customer,69,Personal travel,Eco,679,2,5,2,4,5,4,5,5,5,2,5,4,5,4,0.0,0.0,Neutral or dissatisfied,0,Senior
41217,Male,Loyal customer,10,Personal travel,Eco,1174,3,4,3,3,3,3,3,3,3,5,4,1,4,3,0.0,0.0,Neutral or dissatisfied,0,Young
126704,Female,Loyal customer,58,Business travel,Business,2370,4,4,4,4,3,5,4,4,4,4,4,5,4,5,3.0,0.0,Satisfied,0,Middle Age
36785,Female,Loyal customer,38,Business travel,Eco,1088,4,4,1,4,4,4,4,1,3,2,1,4,5,4,9.0,0.0,Satisfied,0,Adult
103781,Female,Disloyal customer,29,Business travel,Business,882,3,4,4,4,3,4,3,3,3,4,4,4,4,3,10.0,0.0,Neutral or dissatisfied,0,Adult
124371,Female,Disloyal customer,22,Business travel,Eco,808,4,4,4,4,5,4,5,5,1,5,3,2,4,5,0.0,0.0,Neutral or dissatisfied,0,Young
94048,Female,Loyal customer,39,Business travel,Business,3421,4,4,4,4,2,5,5,4,4,4,4,3,4,4,11.0,4.0,Satisfied,0,Adult
74169,Male,Loyal customer,22,Personal travel,Eco,592,2,3,2,4,3,2,3,3,4,5,2,3,5,3,9.0,22.0,Neutral or dissatisfied,0,Young
94519,Female,Disloyal customer,30,Business travel,Eco,562,2,3,2,4,4,2,4,4,1,2,4,3,4,4,0.0,0.0,Neutral or dissatisfied,0,Adult
77201,Male,Loyal customer,52,Business travel,Business,2994,1,1,1,1,5,5,5,3,2,5,4,5,4,5,2.0,0.0,Satisfied,0,Middle Age
114143,Male,Loyal customer,29,Business travel,Business,967,5,5,5,5,4,4,4,4,5,3,4,3,5,4,30.0,32.5,Satisfied,1,Adult
68305,Female,Loyal customer,37,Personal travel,Eco,1797,2,5,2,2,3,2,3,3,4,3,4,5,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
84837,Male,Loyal customer,19,Business travel,Eco,547,2,3,3,3,2,2,4,2,3,5,4,1,4,2,0.0,0.0,Neutral or dissatisfied,0,Young
9051,Female,Loyal customer,41,Business travel,Business,160,3,5,3,3,3,4,3,3,3,3,3,4,3,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
118526,Male,Disloyal customer,26,Business travel,Business,304,1,0,1,2,1,1,1,1,4,2,4,4,5,1,0.0,0.0,Neutral or dissatisfied,0,Adult
20030,Female,Loyal customer,55,Business travel,Eco,528,4,2,2,2,5,3,3,4,4,4,4,4,4,1,27.0,22.0,Neutral or dissatisfied,1,Middle Age
38431,Male,Disloyal customer,15,Business travel,Eco,965,5,5,5,3,5,5,5,5,2,1,2,3,4,5,0.0,0.0,Satisfied,0,Young
42067,Female,Loyal customer,55,Personal travel,Eco,241,4,4,4,3,4,5,4,5,5,4,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
75361,Female,Loyal customer,61,Business travel,Eco plus,986,4,3,4,3,3,3,3,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Senior
10103,Male,Loyal customer,41,Business travel,Business,3074,4,4,5,4,4,4,4,5,5,5,5,3,5,4,0.0,0.0,Satisfied,0,Middle Age
2789,Female,Loyal customer,35,Business travel,Business,765,3,3,2,3,2,3,4,3,3,3,3,1,3,4,0.0,21.0,Neutral or dissatisfied,0,Adult
65273,Male,Loyal customer,47,Personal travel,Eco plus,469,1,5,1,4,3,1,5,3,5,1,4,4,1,3,2.0,0.0,Neutral or dissatisfied,0,Middle Age
55130,Female,Loyal customer,39,Personal travel,Eco,1346,3,5,3,2,1,3,1,1,4,5,3,4,5,1,0.0,0.0,Neutral or dissatisfied,0,Adult
92911,Female,Loyal customer,38,Business travel,Business,1522,4,1,1,1,3,3,4,4,4,4,4,3,4,3,23.0,21.0,Neutral or dissatisfied,1,Adult
100797,Female,Loyal customer,45,Business travel,Business,748,2,2,2,2,2,5,5,3,3,4,3,5,3,3,0.0,0.0,Satisfied,0,Middle Age
67986,Female,Loyal customer,54,Business travel,Eco plus,835,3,5,5,5,3,2,2,3,3,3,3,3,3,2,3.0,9.0,Neutral or dissatisfied,0,Middle Age
40166,Male,Disloyal customer,46,Business travel,Eco,387,2,4,2,5,2,2,2,2,2,3,2,2,1,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
10623,Male,Disloyal customer,22,Business travel,Eco,216,2,3,2,3,1,2,1,1,1,4,4,4,4,1,0.0,0.0,Neutral or dissatisfied,0,Young
47848,Male,Loyal customer,67,Business travel,Business,1739,4,3,2,2,4,3,3,4,4,4,4,3,4,4,0.0,0.0,Neutral or dissatisfied,0,Senior
81242,Male,Loyal customer,45,Business travel,Business,930,4,4,4,4,3,5,5,4,4,4,4,3,4,3,30.0,32.5,Satisfied,1,Middle Age
115451,Male,Loyal customer,41,Business travel,Business,1631,5,5,5,5,4,5,5,4,4,4,4,5,4,4,0.0,2.0,Satisfied,0,Middle Age
115626,Female,Loyal customer,58,Business travel,Eco,337,2,2,2,2,5,3,3,2,2,2,2,3,2,1,28.0,27.0,Neutral or dissatisfied,1,Middle Age
51729,Female,Loyal customer,8,Personal travel,Eco,493,2,5,5,2,5,5,5,5,3,3,5,5,4,5,0.0,0.0,Neutral or dissatisfied,0,Young
77618,Female,Disloyal customer,24,Business travel,Business,731,5,0,5,3,1,5,1,1,5,2,4,3,4,1,30.0,32.5,Satisfied,1,Young
2472,Female,Loyal customer,25,Personal travel,Eco,722,3,1,3,2,3,3,3,3,4,2,2,2,1,3,10.0,15.0,Neutral or dissatisfied,0,Young
119333,Male,Loyal customer,19,Personal travel,Eco,214,4,1,4,1,3,4,3,3,1,5,1,3,2,3,16.0,28.0,Neutral or dissatisfied,1,Young
6794,Male,Loyal customer,44,Business travel,Eco,235,2,1,1,1,2,2,2,2,1,5,2,4,2,2,30.0,32.5,Neutral or dissatisfied,1,Middle Age
54493,Male,Loyal customer,38,Business travel,Eco,925,1,3,3,3,1,1,1,1,4,1,4,2,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
88073,Male,Disloyal customer,37,Business travel,Business,406,4,4,4,4,4,4,4,4,5,4,4,3,5,4,0.0,0.0,Satisfied,0,Adult
42631,Male,Loyal customer,33,Business travel,Business,481,2,2,2,2,5,5,5,5,3,1,5,4,4,5,0.0,0.0,Satisfied,0,Adult
87112,Female,Loyal customer,54,Personal travel,Eco,594,3,5,3,4,3,3,4,2,2,3,2,2,2,3,2.0,4.0,Neutral or dissatisfied,0,Middle Age
89525,Male,Loyal customer,36,Personal travel,Business,1047,3,4,3,3,3,4,5,2,2,3,3,5,2,3,13.0,0.0,Neutral or dissatisfied,0,Adult
61973,Male,Loyal customer,39,Business travel,Business,2475,3,3,3,3,3,5,5,4,4,4,4,4,4,3,17.0,32.5,Satisfied,1,Adult
125520,Female,Loyal customer,58,Business travel,Business,1595,0,0,0,2,3,5,5,4,4,4,4,3,4,3,0.0,0.0,Satisfied,0,Middle Age
86318,Male,Loyal customer,40,Personal travel,Eco plus,226,3,1,3,3,5,3,4,5,2,5,4,2,3,5,0.0,1.0,Neutral or dissatisfied,0,Adult
100508,Female,Loyal customer,49,Business travel,Business,3313,2,2,2,2,5,4,4,4,4,4,4,3,4,3,0.0,5.0,Satisfied,0,Middle Age
104551,Male,Loyal customer,61,Business travel,Business,3960,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0.0,11.0,Satisfied,0,Senior
10428,Female,Loyal customer,52,Business travel,Business,308,4,1,4,4,4,5,5,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Middle Age
98996,Male,Loyal customer,9,Personal travel,Eco,543,3,4,3,5,2,3,2,2,3,2,4,5,4,2,0.0,0.0,Neutral or dissatisfied,0,Young
92413,Male,Loyal customer,44,Business travel,Business,1947,4,3,4,4,2,3,4,4,4,4,4,4,4,5,0.0,15.0,Satisfied,0,Middle Age
5137,Female,Loyal customer,70,Personal travel,Eco,184,2,4,2,4,3,4,5,2,2,2,3,3,2,3,3.0,0.0,Neutral or dissatisfied,0,Senior
81315,Male,Loyal customer,51,Business travel,Business,1299,1,1,4,1,2,5,5,4,4,4,4,3,4,4,19.0,0.0,Satisfied,1,Middle Age
127987,Male,Loyal customer,15,Personal travel,Eco,1149,4,4,3,4,5,3,5,5,3,4,5,3,4,5,0.0,0.0,Neutral or dissatisfied,0,Young
24644,Male,Loyal customer,29,Personal travel,Eco plus,526,4,4,4,4,1,4,1,1,4,5,5,5,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
87336,Female,Loyal customer,47,Personal travel,Business,425,3,4,3,2,2,4,4,2,2,3,2,4,2,4,1.0,0.0,Neutral or dissatisfied,0,Middle Age
46407,Female,Loyal customer,61,Business travel,Business,458,3,3,3,3,5,1,4,4,4,4,4,3,4,5,0.0,0.0,Satisfied,0,Senior
23170,Male,Loyal customer,14,Personal travel,Eco,223,3,4,0,2,3,0,3,3,4,3,4,5,5,3,0.0,0.0,Neutral or dissatisfied,0,Young
65396,Male,Loyal customer,21,Personal travel,Eco,631,2,3,2,2,3,2,3,3,5,3,3,5,2,3,0.0,0.0,Neutral or dissatisfied,0,Young
28836,Male,Loyal customer,46,Business travel,Business,3984,3,3,3,3,4,1,5,2,2,2,2,3,2,1,0.0,0.0,Satisfied,0,Middle Age
94140,Female,Disloyal customer,39,Business travel,Business,319,1,1,1,4,1,1,1,1,4,3,4,3,5,1,7.0,0.0,Neutral or dissatisfied,0,Adult
84068,Male,Disloyal customer,25,Business travel,Eco,757,2,2,2,3,5,2,4,5,2,5,3,3,4,5,0.0,0.0,Neutral or dissatisfied,0,Young
87076,Female,Loyal customer,37,Business travel,Business,594,4,4,1,4,2,5,5,4,4,4,4,3,4,4,14.0,0.0,Satisfied,0,Adult
87711,Male,Loyal customer,39,Personal travel,Eco,591,1,1,0,3,5,0,5,5,4,2,3,2,2,5,0.0,5.0,Neutral or dissatisfied,0,Adult
25943,Female,Loyal customer,18,Business travel,Eco plus,594,1,1,1,1,1,1,2,1,3,3,4,2,4,1,1.0,14.0,Neutral or dissatisfied,0,Young
27925,Female,Loyal customer,30,Personal travel,Eco,689,3,5,3,2,2,3,1,2,5,3,5,4,5,2,0.0,0.0,Neutral or dissatisfied,0,Adult
104990,Female,Loyal customer,51,Personal travel,Eco,337,1,1,1,3,2,3,3,3,3,1,3,2,3,2,13.0,4.0,Neutral or dissatisfied,0,Middle Age
7520,Female,Loyal customer,38,Business travel,Business,3131,3,3,3,3,4,5,4,4,4,4,4,5,4,4,4.0,0.0,Satisfied,0,Adult
127381,Female,Loyal customer,46,Business travel,Business,3000,1,1,4,1,2,5,4,4,4,5,4,3,4,3,2.0,1.0,Satisfied,0,Middle Age
102116,Female,Loyal customer,32,Business travel,Business,3627,3,3,3,3,4,4,5,4,3,2,4,5,4,4,0.0,0.0,Satisfied,0,Adult
75614,Male,Loyal customer,48,Personal travel,Eco,337,3,4,3,3,4,3,4,4,4,2,4,4,5,4,0.0,5.0,Neutral or dissatisfied,0,Middle Age
43631,Female,Loyal customer,46,Personal travel,Eco,297,4,4,4,4,2,4,5,2,2,4,2,4,2,3,0.0,0.0,Satisfied,0,Middle Age
50012,Female,Disloyal customer,20,Business travel,Eco,308,3,1,3,3,2,3,2,2,2,4,2,3,2,2,0.0,0.0,Neutral or dissatisfied,0,Young
1118,Female,Loyal customer,69,Personal travel,Eco,89,2,5,2,4,4,5,4,5,5,2,5,5,5,5,0.0,0.0,Neutral or dissatisfied,0,Senior
546,Female,Disloyal customer,59,Business travel,Business,134,4,4,4,1,3,4,3,3,5,2,4,4,4,3,13.0,14.0,Neutral or dissatisfied,0,Middle Age
128701,Male,Loyal customer,54,Business travel,Business,1464,1,0,0,4,3,3,4,5,5,0,1,3,5,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
38672,Male,Loyal customer,31,Personal travel,Eco,2704,1,3,1,4,2,1,2,2,1,4,4,4,3,2,30.0,21.0,Neutral or dissatisfied,1,Adult
117661,Female,Loyal customer,77,Business travel,Eco,1449,3,4,2,4,4,4,3,3,3,3,3,3,3,1,0.0,0.0,Neutral or dissatisfied,0,Senior
67141,Female,Disloyal customer,27,Business travel,Eco,1121,5,5,5,5,2,5,3,2,3,3,1,3,1,2,0.0,4.0,Satisfied,0,Adult
49390,Female,Loyal customer,40,Business travel,Business,3291,4,4,2,4,3,3,1,4,4,4,4,2,4,1,0.0,0.0,Satisfied,0,Adult
259,Female,Loyal customer,55,Business travel,Business,612,4,3,3,3,5,4,3,4,4,4,4,3,4,2,14.0,19.0,Neutral or dissatisfied,0,Middle Age
56577,Male,Loyal customer,47,Business travel,Business,3075,3,3,3,3,3,5,4,5,5,5,5,3,5,4,30.0,32.5,Satisfied,1,Middle Age
44398,Male,Disloyal customer,27,Business travel,Eco,342,1,1,1,2,4,1,4,4,2,2,2,1,3,4,5.0,0.0,Neutral or dissatisfied,0,Adult
79724,Male,Loyal customer,41,Personal travel,Eco,712,3,5,3,5,4,3,4,4,5,5,4,3,5,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
35317,Female,Disloyal customer,21,Business travel,Eco,1028,4,4,4,5,3,4,3,3,3,3,2,5,4,3,0.0,0.0,Satisfied,0,Young
51926,Female,Disloyal customer,25,Business travel,Eco plus,601,4,2,4,4,1,4,1,1,4,1,3,4,3,1,0.0,0.0,Neutral or dissatisfied,0,Young
22865,Female,Loyal customer,65,Personal travel,Eco,302,1,5,1,3,4,5,4,3,3,1,5,4,3,5,0.0,0.0,Neutral or dissatisfied,0,Senior
48601,Male,Loyal customer,56,Personal travel,Eco,848,2,4,2,1,4,2,4,4,4,3,4,3,4,4,30.0,32.5,Neutral or dissatisfied,1,Middle Age
7343,Female,Loyal customer,21,Personal travel,Eco,606,4,5,4,1,5,4,5,5,3,3,5,5,4,5,24.0,13.0,Neutral or dissatisfied,1,Young
21575,Female,Loyal customer,70,Personal travel,Eco plus,331,1,4,1,2,5,3,3,3,3,1,2,4,3,3,0.0,0.0,Neutral or dissatisfied,0,Senior
102944,Female,Loyal customer,11,Personal travel,Business,719,1,4,1,2,4,1,1,4,4,4,2,3,4,4,5.0,0.0,Neutral or dissatisfied,0,Young
